Dossier: 970 - NOUVELLE POLYCLINIQUE DU BORINAGE;;;;;
Date: 4 mai 2012 par Michel Ponchon;;;;;
 Bilan / Compte de résultat    ;;;;;
;;;;;
    ;;;;;
Options visuelles;;;;;
Bilan: Type;Bilan / Compte de résultats;Afficher;Les deux;Niveau;Compte
Exercice;2011;Période;9 - 9;Non traité;v
Comparer avec;;;;;
;;;;;
;2011;;;;
;Nouveau solde (Débit);Nouveau solde (Crédit);;;
Bilan;;;;;
100000 - Fonds associatif;;21.510,71;;;
140000 - Résultat reporté;;33.697,04;;;
165490 - Prov. pour autres risques et charges;;25.000,00;;;
172110 - Leasing Global concept;;3.684,45
172120 - dette leasing Xerox;;15.735,23
174000 - Aut.emp-Num Dexia 78000;;78.000,00
179910 - Avance permanente LT Immobilière du 10 de grisoeul;;47.616,90
211000 - Brevet Licence;4.427,67;
211009 - Amort Brevet Licence;;4.427,67
230011 - Installation technique;4.721,74;
230019 - Amort Installation Technique;;4.268,80
230200 - Informatisation Dossier;6.534,00;
231000 - Machines;29.205,74;
231009 - Amort. et réd. val. sur machines;;28.480,09
231030 - Sonde Radiographie;4.325,00;
231039 - Amort Sonde Radio;;4.325,00
231110 - Matériel Optique;13.986,39;
231119 - Amort Materiel Optique;;13.986,39
231200 - Mat Radio Tube;127.552,09;
231209 - Amort Mat radio Tube;;101.718,52
231210 - Mat Optique Fibroscope;5.786,95;
231219 - Amlort Fibroscope Machida;;5.786,95
231220 - Fauteuil ORL;6.605,30;
231229 - Amort Fauteuil ORL;;4.654,48
231230 - Mat Dentisterie;58.182,87;
231239 - Amort Mat Dentisterie;;41.532,87
231240 - MATERIEL DE CARDIOLOGIE;7.894,80;
231249 - materiel DE cardio;;5.986,54
231250 - Matériel gynécologie;9.000,00;
232010 - Matériel Informatique;15.404,93;
232019 - Amort Matériel Informatique;;13.147,68
232020 - Imprimante Xerox;18.400,00;
232100 - Matériel de classement Armoire;3.753,07;
232109 - Amort Mat classement;;2.180,74
233000 - Matériel Optique;1.729,21;
233009 - Amort Matériel Optique;;1.729,21
234000 - Matériel Dermato;556,60;
234009 - Amort Mat dermato;;556,60
235010 - Echo doppler + 2 sondes -Radio;48.280,00;
235019 - Amort Mat Echo + 2 sondes Radio;;34.485,71
236010 - Matériel de Kiné;3.037,00;
236019 - Amort Mat kiné;;3.037,00
237000 - MATERIEL PNEUMOLOGIE CABINE ++;24.777,00;
237009 - AMORT CAB PNEUMO;;9.910,80
237110 - MATERIEL DE NETTOYAGE;740,00;
237119 - AMORT MAT DE NETTOYAGE;;740,00
238000 - Aménagements intérieurs;14.457,02;
238009 - Amort. et réd. val. sur aménagements intérieurs;;2.516,80
239000 - MATERIEL DE GYNECOLOGIE;1.500,18;
239009 - AMORT MATERIEL GYNECO;;1.500,18
239010 - Mammographie;7.260,00;
239020 - GE Osteodensitomètre;27.588,00;
239029 - Amort GE Osteodensitomètre;;5.517,60
239030 - Numerisation Radiographie;104.929,60;
240000 - Mobilier;1.630,73;
240009 - Amort. et réd. val. sur mobilier;;1.041,63
251000 - Installations en leasing;10.527,00;
251009 - Amort. et réd. val. sur installations. en leas;;4.737,15
269999 - AMORTISSEMENT PRECISIONEL;;45.000,00
288101 - Caution SWDE;371,84;
288301 - Provision ONSS;2.004,00;
400000 - Clients;82.530,42;
416100 - Avances et prêts au personnel;471,28;
422109 - Dette Dexia 13777;;1.109,10
422110 - Dettes Leasing Global Concept;;1.579,05
422115 - CT leasing ING Xerox;;702,66
422120 - C.T. Dexia 78000;777,73;
440000 - Fournisseurs;;82.374,60
441015 - LOYER A PAYER 10 DG 20;;27.000,00
455000 - Rémunérations à payer;;992,37
456200 - Prov. péc. vac.: employés;;22.123,56
491000 - Produits acquis;317,78;
499259 - TVA déductible;;0,51
510010 - ACTION GOLD BULLION NOTES 2004 CAP;3.252,32;
510011 - ACTION BEAR CAC 40;3.707,25;
532200 - TERME DEXIA 088-82 +1 MOIS;186,15;
550055 - livret orange ing;71,02;
550200 - DEXIA 777-07;42.776,95;
550300 - C/C ING 363-0031142-45;5.752,48;
550401 - ING BUS A/C 363-45;4,63;
570001 - Caisse;1.335,42;
580001 - TRFT BQUE A BQUE;0,92;
580002 - TRFT CAISSE VERS BQUE;1.029,83;
580900 - Compte intermédiare financier;;757,65
Résultats;;
Résultats (Périodes: 1 - 8);;1.157,08
Résultats (Année sélectionnée / Période);;3.073,59
Total: Résultats;;4.230,67
Total: Bilan;707.382,91;707.382,91
;;
